title,location,price,area,no_rooms,interior,year
ApartmentOsirispad,1363XKAlmere(Homeruskwartier),"€1,425permonth",72m²,3rooms,Upholstered,
ApartmentReestraat,1016DMAmsterdam(Grachtengordel-West),"€1,950permonth",70m²,2rooms,Furnished,
ApartmentBrugstraat,5211VSDenBosch(HetZand),€710permonth,25m²,1room,Upholstered,
ApartmentZandblokstraat,3083MZRotterdam(Carnisse),€550permonth,70m²,4rooms,Shell,
ApartmentBelgischestraat,3028TBRotterdam(OudMathenesse),€640permonth,55m²,1room,Shell,
ApartmentPijlsteeg6,1012HHAmsterdam(Burgwallen-OudeZijde),"€2,250permonth",60m²,2rooms,Furnished,
ApartmentCéramiquelaan211,1031KGAmsterdam(NoordelijkeIJ-oeversWest),"€15,000permonth",250m²,4rooms,Furnished,
ApartmentStationsstraat,3811MJAmersfoort(Snouckaertlaane.o.),€925permonth,44m²,1room,Upholstered,
RoomVanderWeeghensingel,5212PJDenBosch(DeMuntel),€418permonth,12m²,1room,Upholstered,
ApartmentKrommepad,1251HPLaren(Laren-Centrum),"€3,300permonth",139m²,3rooms,Upholsteredorfurnished,
ApartmentAllerheiligenweg,4835BLBreda(Overakker),"€1,150permonth",85m²,3rooms,Upholstered,
HouseEmmabergweg,6301RCValkenburg(Emmaberg),"€2,000permonth",205m²,5rooms,Upholsteredorfurnished,
ApartmentvanArembergelaan26,2274BVVoorburg(VoorburgNoordzuid),"€1,425permonth",85m²,3rooms,Furnished,
ApartmentHillevliet15A,3073KHRotterdam(Bloemhof),"€1,199permonth",111m²,3rooms,Upholstered,
ApartmentHavensingel,5611VTEindhoven(Irisbuurt),"€1,875permonth",115m²,3rooms,Furnished,
ApartmentOudezijdsAchterburgwal,1012DAAmsterdam(Burgwallen-OudeZijde),"€1,850permonth",45m²,2rooms,Furnished,
ApartmentEuropaplein859,3526WSUtrecht(Transwijk-Zuid),"€1,150permonth",45m²,2rooms,Shell,
ApartmentVanForeestweg,2614CKDelft(Kuyperwijk-Noord),€780permonth,65m²,3rooms,Upholstered,
ApartmentTroelstrastraat8C,3038KTRotterdam(Bergpolder),"€1,300permonth",66m²,3rooms,Upholstered,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentIJsselsingel,5215CNDenBosch(Aawijk-Zuid),"€1,195permonth",81m²,3rooms,Upholstered,
ApartmentLenculenstraat,6211KPMaastricht(Binnenstad),"€1,695permonth",165m²,4rooms,Upholstered,
ApartmentGedemptePol,8601BZSneek(Sneekbinnendegrachten),"€1,277permonth",124m²,3rooms,Upholstered,
StudioViergrenzenweg,6291BXVaals(Vaals),€575permonth,45m²,1room,Upholstered,
HouseIepstraat,2404EMAlphenaandenRijn(Bomenbuurt),"€1,250permonth",60m²,3rooms,,1960-1970
ApartmentDamplein,4331GDMiddelburg(Damplein),"€1,200permonth",50m²,2rooms,Furnished,
ApartmentBergweg25J,3701JJZeist(Centrumschil-Noord),"€1,095permonth",58m²,2rooms,Shell,
HouseReitdiephaven359,9746RGGroningen(Reitdiep),"€1,575permonth",166m²,4rooms,Shell,
StudioKorfmakersstraat,8911LALeeuwarden(DeWaag),€700permonth,25m²,1room,Upholstered,
ApartmentVanAlkemadelaan,2597BLDenHaag(Duttendel),"€2,150permonth",105m²,4rooms,Furnished,
ApartmentTongerseweg,6213GDMaastricht(Wolder),€999permonth,93m²,5rooms,Upholstered,
ApartmentNotarisOostingstraat41,7811CPEmmen(Emmen-Centrum),€875permonth,94m²,4rooms,Shell,
ApartmentSteynlaan,3701ECZeist(Carré),€925permonth,45m²,2rooms,Shell,
ApartmentFransHalsstraat893,1072BPAmsterdam(OudePijp),"€2,250permonth",70m²,3rooms,Furnished,
ApartmentKralendijkkade,2315ZALeiden(DeKooi),"€1,360permonth",60m²,2rooms,Upholstered,
HouseWagenweg,2012NBHaarlem(Florapark),"€4,750permonth",236m²,7rooms,,
ApartmentGroenburgwal,1011HTAmsterdam(Nieuwmarkt/Lastage),"€1,800permonth",52m²,2rooms,Upholstered,
ApartmentHerengracht,2511EGDenHaag(Uilebomen),"€2,850permonth",91m²,3rooms,Furnished,
ApartmentRhijnvisFeithstraat24E,1054TXAmsterdam(OvertoomseSluis),"€2,500permonth",52m²,2rooms,Upholsteredorfurnished,
ApartmentAmstel,1017ACAmsterdam(Grachtengordel-Zuid),"€3,250permonth",144m²,4rooms,Furnished,
ApartmentBoeimeerlaan,4819BEBreda(Boeimeer),"€1,350permonth",80m²,3rooms,Upholstered,
HouseFlierveld,2151LENieuw-Vennep(Nieuw-VennepGetsewoudZuid),"€2,350permonth",133m²,5rooms,Furnished,
ApartmentCarelWillinkgracht,1112ZKDiemen(HollandPark),"€1,495permonth",78m²,3rooms,Furnished,
HouseSalomonszegel,7322EPApeldoorn(Sluisoord),"€1,295permonth",126m²,5rooms,Upholstered,
ApartmentNoorderstraat,1017TWAmsterdam(DeWeteringschans),"€1,850permonth",65m²,3rooms,Furnished,
HouseBurg.Goossensstraat6,5531HEBladel(BladelCentrum),"€1,525permonth",130m²,4rooms,Furnished,
HouseZevenbergsedijkje,3079DPRotterdam(GrootIJsselmonde),"€2,195permonth",118m²,3rooms,Furnished,
ApartmentJazzsingel,3543GAUtrecht(Terwijde-Oost),"€1,850permonth",130m²,5rooms,Upholstered,
ApartmentVijverhofstraat,3032SMRotterdam(Agniesebuurt),€725permonth,28m²,1room,Furnished,
ApartmentLoosduinseweg,2571BADenHaag(Heesterbuurt),"€1,195permonth",48m²,2rooms,Upholstered,
ApartmentDeBinderij,1321ECAlmere(Literatuurwijk),"€1,930permonth",95m²,3rooms,Upholsteredorfurnished,
HouseGein-Zuid12,1391GTAbcoude(AbcoudeBuitengebied),"€3,000permonth",190m²,4rooms,Upholstered,
ApartmentStadionkade,1076BJAmsterdam(Stadionbuurt),"€2,975permonth",100m²,3rooms,Upholstered,
ApartmentNoordmolenstraat15B,3035RDRotterdam(OudeNoorden),"€1,595permonth",52m²,3rooms,Upholsteredorfurnished,
ApartmentWeltertuijnstraat41,6419CSHeerlen(Welten-Dorp),€995permonth,80m²,3rooms,Upholstered,
HouseSeevank,1161ASZwanenburg(ZwanenburgWest),"€2,400permonth",156m²,5rooms,Furnished,
ApartmentTexelstraat,1181ESAmstelveen(RandwijckOost),"€2,619permonth",97m²,3rooms,,
ApartmentLombardstraat,3311VLDordrecht(Lombardenomgeving),"€1,175permonth",65m²,2rooms,Upholstered,
ApartmentSteenstraat27C,2312BTLeiden(d'OudeMorsch),€650permonth,20m²,1room,Furnished,
HouseCeintuurbaan12B,3051AERotterdam(HillegersbergZuid),"€1,895permonth",100m²,4rooms,Furnished,
ApartmentGroteBeerstraat,9742SMGroningen(Paddepoel-Zuid),€880permonth,70m²,2rooms,Furnished,
HouseCarelWillinkstraat,3544MAUtrecht(HetZand-West),"€1,650permonth",80m²,3rooms,Upholstered,
HouseRijksstraatweg,3454JCDeMeern(BedrijvengebiedOudenrijn),"€1,925permonth",119m²,4rooms,Upholstered,
ApartmentWesterstraat,1015LWAmsterdam(Jordaan),"€1,900permonth",49m²,3rooms,Furnished,
ApartmentPrinsegracht,2512EWDenHaag(Kortenbos),"€1,920permonth",112m²,4rooms,Upholstered,
ApartmentChrisBennekerslaan,3061EBRotterdam(KralingenWest),"€2,500permonth",157m²,4rooms,Furnished,
ApartmentMarkt11,6191JHBeek(Beek),€980permonth,80m²,3rooms,Shell,
StudioBoeingavenue333,1119PHSchiphol-Rijk(Schiphol-Rijk),"€1,200permonth",20m²,1room,Furnished,
ApartmentLegmeerstraat241,1058NEAmsterdam(Hoofddorppleinbuurt),"€1,650permonth",54m²,2rooms,Furnished,
ApartmentChetBakerstraat117,1066GJAmsterdam(Sloter-/Riekerpolder),"€1,995permonth",95m²,3rooms,Furnished,
ApartmentEewal,8911GVLeeuwarden(GroteKerkbuurt),"€1,420permonth",73m²,3rooms,Upholstered,
ApartmentLouisedeColignystraat,3583TVUtrecht(Wilhelminaparkenomgeving),"€2,695permonth",110m²,3rooms,Upholstered,
ApartmentNoordeinde,2514GRDenHaag(Voorhout),"€1,850permonth",100m²,3rooms,Upholstered,
StudioHoogstraat,8011BBZwolle(Kamperpoort),€762permonth,29m²,1room,Shell,
ApartmentDuinstraat17C,2584AVDenHaag(OudScheveningen),"€2,000permonth",96m²,3rooms,Furnished,
ApartmentLangebrug54,2311TMLeiden(Pieterswijk),"€1,075permonth",61m²,2rooms,Upholstered,
ApartmentKorteMare34F,2312NNLeiden(Noordvest),€975permonth,30m²,2rooms,Furnished,
ApartmentDemeter90,6001WXWeert(Fatima),"€1,150permonth",76m²,3rooms,,2019
ApartmentWilgenlaan,1161JKZwanenburg(ZwanenburgOost),"€2,000permonth",108m²,4rooms,Upholstered,
ApartmentWilgenlaan,1161JKZwanenburg(ZwanenburgOost),"€1,800permonth",90m²,3rooms,Upholstered,
ApartmentEersteVanSwindenstraat76H,1093GHAmsterdam(Dapperbuurt),"€2,300permonth",59m²,3rooms,,1892
ApartmentSintJanslaan,1402LNBussum(Batterijlaan),€895permonth,35m²,2rooms,,1907
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
HouseSchoolstraat15E,2202HCNoordwijk(KernZee),"€1,800permonth",120m²,5rooms,Upholstered,
ApartmentPastoorvanAkenstraat,4703BCRoosendaal(HeermavanVossstraat-Molenbeek),€995permonth,74m²,3rooms,Upholstered,
ApartmentMeelstraat,5025KKTilburg(SintAnnaZuid),€760permonth,55m²,2rooms,Upholstered,
StudioWittedeWithstraat,3012BRRotterdam(Cool),€950permonth,30m²,1room,Upholstered,
ApartmentEuropaweg,2711EPZoetermeer(Stadscentrum),€795permonth,40m²,2rooms,Upholstered,
HouseEduardvanBeinumlaan43,6952CJDieren(Dieren-Westbovenspoorlijn),"€1,100permonth",115m²,4rooms,,
ApartmentAchterdeHoven,8933AKLeeuwarden(Oranjewijk),"€1,100permonth",100m²,3rooms,Upholstered,
ApartmentMadeliefberg,4708NPRoosendaal(Weihoek-Oost),"€1,095permonth",81m²,3rooms,Upholstered,
ApartmentVoorstraat,8261HSKampen(BinnenstadKampen),€752permonth,48m²,3rooms,Shell,
ApartmentVanLoostraat,2582XCDenHaag(Statenkwartier),"€2,500permonth",103m²,3rooms,Upholstered,
HouseJanHanzenstraat127,1053SPAmsterdam(Kinkerbuurt),"€2,550permonth",60m²,2rooms,Furnished,
ApartmentRandhoeve,3995GAHouten(Hoeven),€775permonth,29m²,1room,Upholstered,
HouseBosquetlaan1,1213WWHilversum(LandelijkGebied93),"€4,000permonth",191m²,5rooms,Upholstered,
ApartmentMeerssenerweg,6222AHMaastricht(Nazareth),"€1,100permonth",74m²,3rooms,Upholstered,
HouseCornelisLelylaan,7424CADeventer(HetJeurlink),"€1,495permonth",100m²,4rooms,Upholstered,
ApartmentGaaspstraat25B,1079VBAmsterdam(Rijnbuurt),"€2,000permonth",51m²,3rooms,Upholstered,
HouseKlinker22,6991KCRheden(Rheden),"€1,113permonth",90m²,4rooms,Shell,
RoomTadingastraat1,8932PJLeeuwarden(Huizum-Bornia),€465permonth,18m²,1room,Upholstered,
HouseHavikstraat,6541PLNijmegen(Biezen),"€1,600permonth",108m²,5rooms,,1931-1944
ApartmentFinsenstraat74,1098RJAmsterdam(Middenmeer),"€2,750permonth",120m²,4rooms,Upholstered,
ApartmentKraakselaan,6981HGDoesburg(ZuidelijkMolenveld),€775permonth,66m²,3rooms,Upholstered,
ApartmentSpoorlaan,5038CHTilburg(BinnenstadWest),€905permonth,42m²,2rooms,Upholstered,
HouseBoekelermeerstraat22,2493XHDenHaag(Rietbuurt),"€3,250permonth",170m²,6rooms,Furnished,
HouseDeOlieslager,5506EVVeldhoven('tLook),"€1,850permonth",120m²,5rooms,Upholstered,
ApartmentDeFoeke2,3894GJZeewolde(Buurt4),"€1,150permonth",66m²,3rooms,Upholstered,
ApartmentForellendaal,2553KWDenHaag(KraayensteinenVroondaal),"€1,595permonth",119m²,5rooms,Furnished,
ApartmentJoWüthrichlaan,3526XXUtrecht(Transwijk-Zuid),"€1,850permonth",85m²,3rooms,Furnished,
ApartmentResedastraat,9713TNGroningen(Florabuurt),"€1,195permonth",75m²,4rooms,Upholstered,
ApartmentMijnsherenlaan,3081CCRotterdam(Tarwewijk),"€1,295permonth",90m²,4rooms,Upholstered,
ApartmentWal,5611GGEindhoven(Bergen),"€1,700permonth",75m²,2rooms,Furnished,
ApartmentUtrechtseweg186A,6862AVOosterbeek(Bato'sWijk),"€1,450permonth",109m²,4rooms,,1975
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
StudioWaterpoortstraat,3221XWHellevoetsluis(Glaciswijk),"€1,395permonth",35m²,1room,Furnished,
ApartmentPieterCalandlaan,1069SCAmsterdam(Osdorp-Midden),"€1,750permonth",105m²,5rooms,,2006
ApartmentNieuwendijk362,1012MLAmsterdam(Burgwallen-NieuweZijde),"€2,750permonth",90m²,4rooms,Upholstered,
ApartmentNieuwendijk361,1012MLAmsterdam(Burgwallen-NieuweZijde),"€1,850permonth",57m²,2rooms,Upholstered,
ApartmentSprinklerstraat37,1019VRAmsterdam(OostelijkHavengebied),"€1,850permonth",62m²,2rooms,Upholstered,
HouseBentinckstraat27,2582SRDenHaag(Statenkwartier),"€3,850permonth",215m²,8rooms,Upholstered,
ApartmentAldegondaplantsoen,6226AGMaastricht(Wittevrouwenveld),"€1,025permonth",93m²,3rooms,Upholstered,
ApartmentEikstraat,7556TVHengelo(Tichelwerk),"€1,250permonth",215m²,5rooms,,1979
HouseKrijnenlaan,1261ZBBlaricum(Blaricummermeent),"€2,150permonth",134m²,4rooms,Furnished,
RoomAmbyerstraatZuid292.2,6226AVMaastricht(Scharn),€403permonth,14m²,1room,Shell,
ApartmentMarcusstraat,1091TJAmsterdam(Weesperzijde),"€2,000permonth",49m²,2rooms,Furnished,
HouseJericholaan,3061HDRotterdam(KralingenWest),"€3,500permonth",216m²,8rooms,Upholstered,
ApartmentSmalleHaven,5611EHEindhoven(Binnenstad),"€2,995permonth",132m²,3rooms,Upholstered,
HouseBarmsijs10,3435BNNieuwegein(Doorslag-Noord),"€2,150permonth",168m²,6rooms,Furnished,
ApartmentGeldropseweg,5643TPEindhoven(Burghplan),€990permonth,65m²,2rooms,Upholstered,
ApartmentKipstraat41B,3011ZXRotterdam(Stadsdriehoek),"€1,100permonth",69m²,2rooms,,2001
ApartmentVanOldenbarneveldtstraat,1052JVAmsterdam(FrederikHendrikbuurt),"€2,850permonth",115m²,3rooms,Furnished,
RoomVanBylandtstraat,2562GKDenHaag(Koningspleinenomgeving),€550permonth,18m²,1room,Furnished,
HouseKerkstraat,6114JVSusteren(Dieteren),"€1,300permonth",150m²,5rooms,Upholstered,
ApartmentPolvertorenstraat,6211LXMaastricht(Kommelkwartier),"€2,150permonth",115m²,4rooms,Upholstered,
ApartmentIJselstraat34L,1078CJAmsterdam(IJselbuurt),"€2,500permonth",70m²,3rooms,Upholsteredorfurnished,
ApartmentBankastraat,2585ENDenHaag(Archipelbuurt),€995permonth,33m²,2rooms,Upholstered,
HousedeRuyterstraat58,2202KLNoordwijk(Zeeheldenbuurt),"€1,500permonth",111m²,3rooms,Furnished,
ApartmentAkerkstraat5,9712BDGroningen(Binnenstad-Noord),"€1,300permonth",60m²,2rooms,,1901
HouseAzobé,3315NSDordrecht(Azobeenomgeving),"€2,100permonth",153m²,6rooms,Furnished,
ApartmentMarkt,4931BRGeertruidenberg(Geertruidenberg-Kom),"€1,750permonth",125m²,3rooms,Furnished,
ApartmentEdisonstraat,4816AWBreda(Doornbos-Linie),"€1,175permonth",53m²,2rooms,Upholstered,
HouseCambuursterpad49,8921LRLeeuwarden(Cambuursterpad),€850permonth,75m²,3rooms,,1970
ApartmentBurgemeesterKuperusplein,8442CLHeerenveen(Centrum),€575permonth,38m²,1room,Upholstered,
ApartmentVanNijenrodeweg,1083ELAmsterdam(Buitenveldert-Oost),"€1,850permonth",88m²,3rooms,Furnished,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
ApartmentDeBinderij,1321ECAlmere(Literatuurwijk),"€1,930permonth",95m²,3rooms,Upholsteredorfurnished,
ApartmentValkenboslaan368B,2563EGDenHaag(Valkenboskwartier),"€1,250permonth",44m²,2rooms,Upholsteredorfurnished,
HouseDriftstraat24,2315CGLeiden(DeKooi),"€1,395permonth",83m²,4rooms,Upholstered,
ApartmentEstherdeBoer-vanRijkstraat,1065GNAmsterdam(SlotervaartZuid),"€1,800permonth",66m²,3rooms,Furnished,
ApartmentRochussenstraat,3021NRRotterdam(Middelland),"€1,700permonth",80m²,3rooms,Furnished,
HouseKoningsplein,6224EGMaastricht(Wyckerpoort),€850permonth,38m²,2rooms,Upholstered,
ApartmentStanderdmolen,3995AAHouten(Molens),"€1,275permonth",42m²,2rooms,Upholstered,
HouseMagnoliastraat,9741CSGroningen(Selwerd),"€1,500permonth",112m²,6rooms,Upholstered,
ApartmentSmalleHaven,5611EHEindhoven(Binnenstad),"€2,995permonth",134m²,2rooms,Upholstered,
StudioKraneweg,9718JVGroningen(Schildersbuurt),€760permonth,50m²,1room,Shell,
ApartmentEngelsestraat43B,3028CBRotterdam(OudMathenesse),"€1,395permonth",55m²,2rooms,Upholstered,
ApartmentLandmansweg,7557ZAHengelo(Noord),€700permonth,45m²,2rooms,,1991-2000
ApartmentNieuweSpiegelstraat481,1017DGAmsterdam(Grachtengordel-Zuid),"€2,250permonth",70m²,3rooms,Furnished,
RoomMolenweg,8012WNZwolle(Oud-Assendorp),€286permonth,15m²,1room,Shell,
HouseWijttenbachweg4A,2341VWOegstgeest(Voscuyl),"€2,650permonth",200m²,6rooms,Upholstered,
ApartmentSonsbeeksingel,6814AAArnhem(Transvaalbuurt),"€1,300permonth",85m²,3rooms,,1906-1930
HouseThorbeckelaan,2564BNDenHaag(Eykenduinen),"€1,500permonth",160m²,6rooms,,1931-1944
HouseDuizendbladstraat,4461MNGoes(Goes-West),"€1,650permonth",122m²,4rooms,Furnished,
ApartmentKuipershaven,3311ALDordrecht(Wijnstraatenomgeving),"€1,350permonth",66m²,3rooms,Furnished,
RoomDorpstraat,6227BMMaastricht(Heer),€595permonth,22m²,1room,Upholstered,
HouseVossiusstraat,2802XPGouda(DeKorteAkkerenOud),"€1,095permonth",75m²,3rooms,Upholstered,
RoomLaanvanOuderzorg70,2352HXLeiderdorp(OuderzorginclusiefDeHoutkamp),€720permonth,22m²,1room,Upholsteredorfurnished,
HouseSchutterlaan,5632JSEindhoven(Eckart),"€1,995permonth",100m²,6rooms,Furnished,
ApartmentAlbertCuypstraat311,1072CLAmsterdam(OudePijp),"€1,950permonth",50m²,2rooms,Upholsteredorfurnished,
ApartmentUngerplein8A,3033BTRotterdam(Provenierswijk),"€1,195permonth",35m²,1room,Furnished,
RoomAmsterdamseweg204,6814GLArnhem(Burgemeesterswijk),€541permonth,21m²,1room,Upholstered,
ApartmentPrinsesMargrietlaan5A,3051AMRotterdam(HillegersbergZuid),"€1,385permonth",62m²,2rooms,,
ApartmentKoopvaardijhof,3071PKRotterdam(Noordereiland),"€1,400permonth",73m²,2rooms,,1931-1944
ApartmentStadsring,3811HMAmersfoort(Stadhuisplein),€739permonth,39m²,1room,Upholstered,
HouseBreudijk,3481LNHarmelen(BuitengebiedHarmelen),"€6,450permonth",395m²,6rooms,Upholstered,
HouseOud-Loosdrechtsedijk,1231LXLoosdrecht(Oud-Loosdrecht),"€5,250permonth",271m²,7rooms,,
ApartmentGroteBickersstraat23H,1013KNAmsterdam(Haarlemmerbuurt),"€2,000permonth",62m²,2rooms,Furnished,
ApartmentBarrierweg227,5622CNEindhoven(Kronehoef),"€1,895permonth",135m²,5rooms,Furnished,
HouseOud-Loosdrechtsedijk,1231LXLoosdrecht(Oud-Loosdrecht),"€4,950permonth",271m²,7rooms,Upholstered,
HouseBreitnerlaan,4382VTVlissingen(Bloemenlaane.o.Oost),€995permonth,80m²,4rooms,Upholstered,
RoomAgnietenstraat,6822JMArnhem(Klarendal-Noord),€260permonth,10m²,1room,Upholstered,
ApartmentNieuwePrinsenkade,4811VCBreda(Schorsmolen),"€1,445permonth",100m²,3rooms,Upholstered,
ApartmentVanderHeimstraat,2582RXDenHaag(Statenkwartier),"€2,650permonth",160m²,4rooms,Upholstered,
HouseValkenbergseAmer,4797EVWillemstad(VerspreidehuizenWillemstad),"€1,250permonth",107m²,4rooms,Upholstered,
ApartmentPlanetenlaan,9742HJGroningen(Paddepoel-Noord),"€1,595permonth",100m²,4rooms,Furnished,
HouseVorenseindseweg,4714RHSprundel(VerspreidehuizenSprundel),"€1,595permonth",173m²,5rooms,Upholstered,
HouseEricastraat32,5531CKBladel(BladelHeeleind),"€1,375permonth",96m²,4rooms,Furnished,
ApartmentSintMaartenslaan87D,6221ACMaastricht(Wyck),"€1,800permonth",104m²,4rooms,,
ApartmentJaapHoekdreef,2492JSDenHaag(DeVelden),"€1,500permonth",70m²,4rooms,Shell,
ApartmentLoeffBerchmakerstraat111,3512TCUtrecht(BreedstraatenPlompetorengrachtenomgeving),"€1,050permonth",35m²,2rooms,Shell,
ApartmentJutfaseweg96,3522HHUtrecht(Rivierenwijk),€700permonth,20m²,2rooms,Upholsteredorfurnished,
HouseGalgeveld,3705MBZeist(MooiZeist),"€1,600permonth",100m²,3rooms,Upholstered,
HouseHageheldhof,3544VBUtrecht(Parkwijk-Noord),"€2,400permonth",186m²,5rooms,Upholstered,
ApartmentGroenlandsekade,3645BBVinkeveen(VinkeveenPlassengebied),"€1,500permonth",90m²,2rooms,Furnished,
ApartmentPetrusDondersstraat,5613LTEindhoven(Tuindorp),"€2,350permonth",90m²,4rooms,Upholstered,
ApartmentWesterplantage,8911DDLeeuwarden(Oldehove),€800permonth,65m²,2rooms,Upholstered,
ApartmentPootstraat,2613PMDelft(Westerkwartier),"€1,025permonth",29m²,2rooms,Upholstered,
ApartmentBolestein792,1081ERAmsterdam(Buitenveldert-West),"€2,250permonth",88m²,4rooms,Furnished,
HouseBloemenweg,6221TWMaastricht(Heugemerveld),"€1,495permonth",122m²,6rooms,Upholstered,
ApartmentHeemraadstraat,6525THNijmegen(Brakkenstein),"€1,160permonth",60m²,3rooms,Shell,
ApartmentRuyschstraat993,1091BZAmsterdam(Oosterparkbuurt),"€2,600permonth",80m²,3rooms,Upholsteredorfurnished,
ApartmentWilliamBoothlaan,1185NWAmstelveen(Augustinuspark),"€1,495permonth",74m²,3rooms,,1961
ApartmentKalmoesstraat,7322NKApeldoorn(DeMheen),€875permonth,54m²,2rooms,Upholstered,
ApartmentMaliestraat20,2514CADenHaag(Voorhout),"€2,450permonth",145m²,3rooms,Upholstered,
ApartmentToepad,3063NJRotterdam(DeEsch),€976permonth,50m²,2rooms,Upholsteredorfurnished,
HouseVuurscheDreef,3739KTHollandscheRading(HollandscheRadingKern),"€2,950permonth",116m²,3rooms,Shell,
ApartmentBeestenmarkt39,2611GADelft(Centrum),"€1,450permonth",90m²,2rooms,Upholstered,
ApartmentVanAdrichemstraat129,2614BLDelft(Kuyperwijk-Noord),€875permonth,28m²,1room,,1965
ApartmentHoofdweg,1058BCAmsterdam(WestindischeBuurt),"€3,000permonth",155m²,6rooms,Upholstered,
ApartmentDeBinderij,1321ECAlmere(Literatuurwijk),"€1,930permonth",95m²,3rooms,Upholsteredorfurnished,
ApartmentZodiakplein56,2516CDDenHaag(Binckhorst),"€2,500permonth",115m²,4rooms,Upholstered,
HouseGrootHaesebroekseweg43,2243EEWassenaar(DeKieviet),"€8,500permonth",495m²,12rooms,,
ApartmentVondelstraat,1054GEAmsterdam(Vondelbuurt),"€2,850permonth",125m²,3rooms,,1870
Apartment1eLoosterweg42H,2182BMHillegom(Buitengebied),"€1,550permonth",81m²,3rooms,Upholstered,
ApartmentLaanvanParijs,2034EHHaarlem(Stedenbuurt-west),"€1,375permonth",120m²,5rooms,,1971-1980
ApartmentZevenend85a,1251RMLaren(Zevenend),"€2,250permonth",100m²,3rooms,Upholsteredorfurnished,
ApartmentUtrechtsestraat,1017VPAmsterdam(Grachtengordel-Zuid),"€2,450permonth",120m²,2rooms,Furnished,
HouseWaterfront431,5658SMEindhoven(Waterrijk),"€1,915permonth",116m²,6rooms,,
ApartmentPhilitelaan63117,5617ALEindhoven(StrijpS),"€1,300permonth",72m²,1room,,2017
ApartmentPolvertorenstraat,6211LXMaastricht(Kommelkwartier),"€2,750permonth",115m²,4rooms,Upholstered,
ApartmentLindenlaan,1185LWAmstelveen(Augustinuspark),"€1,950permonth",69m²,3rooms,,1961
ApartmentHerensingel35,1382VMWeesp(Herensingelkwartier),"€1,850permonth",59m²,2rooms,Upholsteredorfurnished,
HouseHolbeinstraat,1077VCAmsterdam(Apollobuurt),"€6,000permonth",201m²,5rooms,Upholstered,
HouseLangeBogaardstraat28,2011WVHaarlem(Vijfhoek),"€1,995permonth",84m²,3rooms,Upholsteredorfurnished,
ApartmentDirkSchäferplein,3122EESchiedam(Groenoord-Midden),"€1,320permonth",70m²,3rooms,Upholstered,
RoomKoestraat85A-K1,5014EBTilburg(LovenNoord),€510permonth,18m²,1room,Upholstered,
ApartmentCronjéstraat,4818BJBreda(Sportpark),"€1,550permonth",110m²,4rooms,Furnished,
ApartmentAdriaanvanBergenstraat,4811STBreda(City),"€1,475permonth",93m²,4rooms,Upholstered,
ApartmentPietSmitkade,3077MJRotterdam(OudIJsselmonde),"€2,200permonth",72m²,3rooms,Furnished,
ApartmentSocrateslaan,5216CTDenBosch(Zuid),"€1,450permonth",100m²,3rooms,Upholstered,
ApartmentBoschveldweg,5211VGDenBosch(HetZand),"€1,450permonth",100m²,3rooms,Upholstered,
ApartmentParkweg,6511BMNijmegen(Stadscentrum),"€1,250permonth",43m²,2rooms,Upholstered,
ApartmentHuidekoperstraat,1017ZMAmsterdam(DeWeteringschans),"€2,100permonth",65m²,3rooms,Furnished,
ApartmentSchiekade,3033BERotterdam(Agniesebuurt),"€2,500permonth",95m²,4rooms,Furnished,
ApartmentSchietbaanlaan,3021LPRotterdam(Middelland),"€2,500permonth",128m²,5rooms,Furnished,
ApartmentBadhuisweg,2587CGDenHaag(BelgischPark),"€3,500permonth",180m²,4rooms,Furnished,
ApartmentBadhuisweg,2587CGDenHaag(BelgischPark),"€3,500permonth",170m²,4rooms,Furnished,
ApartmentClaesdeVrieselaan,3021JRRotterdam(Middelland),"€2,400permonth",141m²,5rooms,Furnished,
ApartmentZaagmolenstraat,3036HNRotterdam(OudeNoorden),"€2,195permonth",114m²,3rooms,Furnished,
ApartmentPrinsFrederikHendrikstraat,3051ETRotterdam(HillegersbergZuid),"€2,000permonth",99m²,3rooms,Furnished,
HouseDonkerslootstraat,3074WERotterdam(Hillesluis),"€1,995permonth",143m²,5rooms,Upholstered,
ApartmentPelsRijckenstraat,6814DKArnhem(Burgemeesterswijk),"€1,300permonth",85m²,2rooms,Upholstered,
ApartmentSchiekade,3033BERotterdam(Agniesebuurt),"€2,500permonth",95m²,4rooms,Furnished,
ApartmentKorvelplein,5025JXTilburg(SchildersbuurtZuid),"€1,595permonth",60m²,3rooms,Upholstered,
ApartmentKorvelplein,5025JXTilburg(SchildersbuurtZuid),"€1,550permonth",62m²,3rooms,Upholstered,
ApartmentWaterloostraat,3062TSRotterdam(KralingenOost),"€2,500permonth",88m²,3rooms,Furnished,
